Agency,Agency Address,Facility Name,Facility Address,Latitude,Longitude,Place/Project Type,SIC/NAICS,County,Region,Program,Regulatory Measure Status,Regulatory Measure Type,Order No.,WDID,NPDES No.,Adoption Date,Effective Date,Termination Date,Expiration/Review Date,Design Flow,Major/Minor,Complexity,TTWQ,Cafo Population,Cafo Subtype,AEU,# Enforcement Actions within 5 years,# Violations within 5 years,...30
Joe De Hoog,"1281 South Almond Avenue, Ontario, CA 91762",Three D Dairy #2,"14333 Walker Avenue, Ontario, CA 91762",33.993203,-117.618212,Animal Feeding Facility,0241,San Bernardino,8,ANIWSTCOWS,Active,Enrollee - NPDES,R8-2018-0001,8 366038001,CAG018001,null,02/06/2020,null,03/15/2024,null,Major,null,null,360,Mature dairy cattle,null,0,0,NA
Joe Matos Cheese Factory,"3669 Llano Road, Santa Rosa, CA 95507",Joe Matos Cheese Factory,"3669 Llano Road, Santa Rosa, CA 95407",38.384392,-122.774287,Animal Feeding Facility,11212,Sonoma,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B12085DSON,null,null,02/27/2020,null,11/30/2029,null,null,null,null,25,Mature dairy cattle,null,0,0,NA
Joe Mendes and Jacob de Jong,"6127 Jackson Avenue, Hanford, CA 93230","Milkaholic Dairy, LLC","6267 5th Avenue, Hanford, CA 93230",36.38278,-119.54698,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C16NC00062,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1500,Mature dairy cattle,null,1,1,NA
Joe O Rocha Dairy Inc,"18451 East Bradbury Road, Turlock, CA 95380-9603",Joe O Rocha Dairy Inc.,"18451 East Bradbury Road, Turlock, CA 95380",37.44313,-120.81948,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00278,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1475,Mature dairy cattle,null,0,0,NA
Joe Parreira,"17800 4th Avenue, Hanford, CA 93230",Parreira & Gaspar Dairy,"17800 4th Avenue, Hanford, CA 93230",36.21584,-119.529643,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C16NC00039,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1381,Mature dairy cattle,null,0,2,NA
Joe Parreira,"17800 4th Avenue, Hanford, CA 93230",Santa Anita Dairy,"4356 Kansas Avenue, Hanford, CA 93230",36.211974,-119.536274,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C16NC00028,null,null,06/29/2007,null,10/02/2018,null,null,A,1,390,Mature dairy cattle,null,0,0,NA
Joe Pinheiro Dairy,"699 Piezzi Road, Santa Rosa, CA 95401",Joe Pinheiro Dairy,"699 Piezzi Road, Santa Rosa, CA 95401",38.427841,-122.801979,Animal Feeding Facility,11212,Sonoma,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B12066DSON,null,null,01/28/2020,null,11/30/2029,null,null,null,null,290,Mature dairy cattle,null,0,0,NA
"Joe Simoes & Sons Dariy, Inc","12055 Bruceville Road, Elk Grove, CA 95757","Joe Simoes & Sons Dairy, Inc.","6900 Lambert Road, Elk Grove, CA 95757",38.321139,-121.425806,Animal Feeding Facility,0241,Sacramento,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B34NC00012,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1025,Mature dairy cattle,null,0,0,NA
"Joe Tresch Dairy, Inc.","1170 Walker Road, Petaluma, CA 94952",Deer Valley Dairy West,"1170 Walker Road, Petaluma, CA 94952",38.296117,-122.795219,Animal Feeding Facility,11212,Sonoma,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B12055DSON,null,null,01/21/2020,null,11/30/2029,null,null,null,null,575,Mature dairy cattle,null,0,0,NA
"Joe Tresch Dairy, Inc.","1170 Walker Road, Petaluma, CA 94952",Deer Valley Dairy East,"1054 Walker Road, Petaluma, CA 94952",38.295141,-122.788299,Animal Feeding Facility,11212,Sonoma,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B12056DSON,null,null,01/21/2020,null,11/30/2029,null,null,null,null,350,Mature dairy cattle,null,0,0,NA
Joe V Cardoza Trust,"18839 Road 80, Tulare, CA 93274",JOE V. CARDOZA TRUST DAIRY,"19199 Road 80, Tulare, CA 93274",36.13699,-119.39618,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545131N01,null,null,06/29/2007,null,10/02/2018,null,null,A,1,350,Heifers (non dairy affiliated),null,0,0,NA
Joe Xavier Dairy,"2892 North Gurr Road, Atwater, CA 95340",Barcelos Dairy,"2892 North Gurr Road, Atwater, CA 95301",37.32968,-120.55887,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00218,null,null,06/29/2007,null,10/02/2018,null,null,A,1,416,Mature dairy cattle,null,5,7,NA
Joe and Christine Vieira,null,Vieira Livestock,"3800 South Central Avenue, Turlock, CA 95380",37.45829,-120.95582,Animal Feeding Facility,0241,Stanislaus,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B50NC00225,null,null,06/29/2007,null,10/02/2018,null,null,A,1,35,Mature dairy cattle,null,0,0,NA
Joe or Fernando Mattos,"4017 Kansas Avenue, Hanford, CA 93230",Mattos Dairy #4,"4555 Kansas Avenue, Hanford, CA 93230",36.21111,-119.53916,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D165101N01,null,null,01/28/2000,null,10/02/2018,null,null,null,null,500,Heifers (non dairy affiliated),null,0,2,NA
Joe or Fernando Mattos,"4017 Kansas Avenue, Hanford, CA 93230",Mattos Brothers Dairy,"4017 Kansas Avenue, Hanford, CA 93230",36.210515,-119.531803,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C16NC00021,null,null,06/29/2007,null,10/02/2018,null,null,A,1,2375,Mature dairy cattle,null,0,2,NA
Joe or Fernando Mattos,"4017 Kansas Avenue, Hanford, CA 93230",Mattos Brothers Dairy #3,"3926 Avenue 232, Tulare, CA 93274",36.21187,-119.48515,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00179,null,null,06/29/2007,null,10/02/2018,null,null,A,1,271,Heifers (non dairy affiliated),null,1,1,NA
Joel Vanden Brink,"720 Jefferson Avenue, Los Banos, CA 93635",IVY STAR Dairy,"14903 South Volta Road, Los Banos, CA 93635",37.077462,-120.925901,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C245028001,null,06/29/2007,06/29/2007,null,10/02/2018,0,null,C,1,400,Mature dairy cattle,null,1,0,NA
"Johal, Gurdial & Surinder","6354 West Zeering Road, Turlock, CA 95380",Johal Dairy,"315 North Prairie Flower Road, Turlock, CA 95380",37.494658828,-120.9309715,Animal Feeding Facility,0241,Stanislaus,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B50NC00272,null,null,06/29/2007,null,10/02/2018,null,null,A,1,365,Mature dairy cattle,null,1,1,NA
"Johal, Waryam","Po Box 433, Livingston, CA 95334",Buhach Ranch,"9105 Buhach Road, Winton, CA 95388",37.42174,-120.57743,Animal Feeding Facility,0253,Merced,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5B24NC00376,null,null,06/29/2018,null,12/05/2021,null,null,null,null,66855,Turkeys,1003,0,0,NA
John Cardoso,"23139 Avenue 24, Chowchilla, CA 93637",Joao Cardoso Dairy Inc.,"24699 Avenue 11, Madera, CA 93637",36.910895,-120.097468,Animal Feeding Facility,0241,Madera,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C205021001,null,null,06/29/2007,null,10/02/2018,null,null,A,1,280,Mature dairy cattle,null,2,2,NA
John De Jong Dairy Inc,"3742 Lacey Boulevard, Hanford, CA 93230",Cowlifornia Dairy LLC,"3742 Lacey Boulevard, Hanford, CA 93230",36.330376,-119.526195,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D165005001,null,null,10/16/2007,null,10/02/2018,null,null,null,null,1770,Mature dairy cattle,null,0,2,NA
John Fragoso Bypass Trust,"7871 Houston Avenue, Hanford, CA 93230",Jersey Creek Dairy,"14857 5th Avenue, Hanford, CA 93230",36.256996,-119.54711,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C16NC00087,null,null,06/29/2007,null,10/02/2018,null,null,A,1,675,Mature dairy cattle,null,0,3,NA
John Grizzle & Debbie Davis,"Po Box 173, Brawley, CA 92227",Cameiro Heifer Ranch,"195 West Carey Road, Brawley, CA 92227",32.927,-115.555138,Animal Feeding Facility,0211,Imperial,7,ANIWSTCOWS,Active,Enrollee - NPDES,R7-2021-0029,7A137777005,CAG017001,null,06/25/2008,null,03/31/2027,0,Minor,C,2,7900,Heifers (non dairy affiliated),null,0,0,NA
John Lewis Jr,"5110 East Panama Lane, Bakersfield, CA 93307",Farmer John Egg Enterprises - Panama,"5110 East Panama Lane, Bakersfield, CA 93307",35.2977,-118.94826,Animal Feeding Facility,null,Kern,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5C15NC00239,null,null,08/21/2018,null,12/05/2021,null,null,null,null,110000,Layers or Broilers (liquid manure system),440,2,3,NA
John Lewis Jr,"5110 East Panama Lane, Bakersfield, CA 93307",Farmer John Egg Enterprises - Cottonwood,"6007 Cottonwood Road, Bakersfield, CA 93307",35.29998,-118.98312,Animal Feeding Facility,null,Kern,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5C15NC00238,null,null,08/21/2018,null,12/05/2021,null,null,null,null,72000,Layers or Broilers (liquid manure system),288,0,0,NA
John Mattos Dairy,"602 Hammel Road, Petaluma, CA 94952",Nick Mattos Dairy - Diamond M Valley Dairy - Pepper Road,"1795 Pepper Road, Petaluma, CA 94952",38.288985,-122.754267,Animal Feeding Facility,11212,Sonoma,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B12067DSON,null,null,03/04/2020,null,11/30/2029,null,null,null,null,285,Mature dairy cattle,null,0,0,NA
John Mattos Dairy,"602 Hammel Road, Petaluma, CA 94952",John Mattos Dairy - Diamond M Dairy - Hammel Road,"602 Hammel Road, Petaluma, CA 94952",38.298938,-122.759879,Animal Feeding Facility,11212,Sonoma,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B12068DSON,null,null,01/22/2020,null,11/30/2029,null,null,null,null,430,Mature dairy cattle,null,0,0,NA
John and Dorothy Jongsma Trust,"Po Drawer J, Pixley, CA 93255",Brian James Jongsma Dairy,"16026 Road 64 Road, Tipton, CA 93272",36.08256,-119.42687,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D165047002,null,null,06/29/2007,null,10/02/2018,null,null,null,1,2148,Mature dairy cattle,null,0,0,NA
Johnson & Neles Dairy,"22030 Bonness Road, Sonoma, CA 95476",Johnson & Neles Dairy,"22030 Bonness Road, Sonoma, CA 95476",38.247358,-122.481707,Animal Feeding Facility,null,Sonoma,2,"ANIWSTCOWS, ANIWSTOTH",Active,Enrollee - WDR,r2-2016-0031,D-49-0025,null,null,03/01/2021,null,06/14/2026,null,Minor,null,null,375,Mature dairy cattle,null,0,0,NA
Jon Bassett,"Po Box 6069, Visalia, CA 93290",Bassett Heifer Ranch,"4125 Avenue 236, Tulare, CA 93274",36.21539,-119.48156,Animal Feeding Facility,0211,Tulare,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5C54NC00184,null,null,02/15/2019,null,02/15/2024,null,null,null,null,650,Heifers (non dairy affiliated),485,1,1,NA
Jon Fletcher & Mike Plaa,"324 El Katrina Lane, Ceres, CA 95307",Dicks Heifer Feedlot,"9524 Crows Landing Road, Crows Landing, CA 95313",37.49851,-120.98936,Animal Feeding Facility,0211,Stanislaus,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5B50NC00414,null,null,04/03/2019,null,null,null,null,C,3,275,Calf feedlots,96.25,0,0,NA
Jonathon DeGroot,"6939 West Lincoln Avenue, Fresno, CA 93706",Generations Dairy,"6043 South Madera Avenue, Kerman, CA 93630",36.64592,-120.06584,Animal Feeding Facility,0241,Fresno,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C10NC00040,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1540,Mature dairy cattle,null,0,0,NA
Jones Family Dairy,"4709 Guenza Road, Santa Rosa, CA 95404",Jones Family Dairy,"4709 Guenza Road, Santa Rosa, CA 95404",38.381817,-122.652303,Animal Feeding Facility,11212,Sonoma,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B12087DSON,null,null,01/28/2020,null,11/30/2029,null,null,null,null,100,Mature dairy cattle,null,0,0,NA
Jones Farms,"19133 West Sixth Avenue, Stevinson, CA 95374",Rick Jones Farms,"1511 Van Clief Road, Stevinson, CA 95374",37.30955,-120.83303,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C245037001,null,06/29/2007,06/29/2007,null,10/02/2018,0,null,C,1,690,Mature dairy cattle,null,1,1,NA
"Jones, Jason","16095 Avenue 240, Tulare, CA 93274",Vida Boa Dairy #1,"15125 Avenue 240, Tulare, CA 93274",36.2236,-119.23693,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00078,null,null,06/29/2007,null,10/02/2018,null,null,A,1,605,Mature dairy cattle,null,1,1,NA
"Jones, Jason","16095 Avenue 240, Tulare, CA 93274",Vida Boa Heifers,"24176 Road 152, Tulare, CA 93274",36.22779,-119.23258,Animal Feeding Facility,0211,Tulare,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5C54NC00378,null,null,02/15/2019,null,02/15/2024,null,null,null,null,600,Calf feedlots,428,1,1,NA
"Jongsma, Christopher & Lisa","15759 Avenue 128, Tipton, CA 93272-9729",Chris & John Jongsma Dairy,"15759 Avenue 128, Tipton, CA 93272",36.02058,-119.22059,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545039N01,null,null,06/29/2007,null,10/02/2018,null,null,A,1,2393,Mature dairy cattle,null,0,0,NA
"Jongsma, Henry","3724 County Road S, Orland, CA 95963",Henry Jongsma And Son Dairy,"3724 County Road S, Orland, CA 95963",39.69971,-122.10338,Animal Feeding Facility,0241,Glenn,5S,ANIWSTCOWS,Active,WDR,R5-2007-0102,5A11NC00005,null,08/02/2007,08/02/2007,null,08/01/2012,null,null,A,1,1990,Mature dairy cattle,null,0,0,NA
"Jongsma, James & John","Po Box J, Pixley, CA 93256",James Jongsma Dairy,"9229 Road 164, Pixley, CA 93256",35.956749,-119.210672,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545117001,null,05/03/2007,06/29/2007,null,10/02/2018,null,null,A,1,3324,Mature dairy cattle,null,1,1,NA
"Jongsma, John","15434 Avenue 192, Tulare, CA 93274",John Jongsma Dairy,"15434 Avenue 192, Tulare, CA 93274",36.14027,-119.22702,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00112,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1610,Mature dairy cattle,null,0,0,NA
"Jongsma, William","Po Box C, Pixley, CA 93256",John Jongsma Dairy,"15434 Avenue 192, Tulare, CA 93274",36.14027,-119.22702,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00112,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1610,Mature dairy cattle,null,0,0,NA
"Jongsma, William & John","11598 Road 152, Pixley, CA 93256-9774",William & John Jongsma Dairy,"11598 Road 152, Pixley, CA 93256",35.99936,-119.23015,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545054N01,null,null,06/29/2007,null,10/02/2018,null,null,A,1,2802,Mature dairy cattle,null,0,1,NA
"Jonkman, Wiebren & Luciana","602 East Sandy Mush Road, Merced, CA 95341",Diamond J Dairy LLC,"6600 South Hwy 59, Merced, CA 95341",37.18744,-120.48501,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00225,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1064,Mature dairy cattle,null,0,0,NA
"Jordao, Joe & Jose","6025 South Central Avenue, Turlock, CA 95380",Jordao Dairy,"6025 South Central Avenue, Turlock, CA 95380",37.43641198,-120.9586037,Animal Feeding Facility,0241,Stanislaus,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B50NC00221,null,null,06/29/2007,null,10/02/2018,null,null,A,1,920,Mature dairy cattle,null,0,0,NA
"Jorge, John","3031 Berkeley Avenue, Hughson, CA 95326",John Jorge Dairy,"3031 Berkeley Avenue, Hughson, CA 95326",37.58931398,-120.8290798,Animal Feeding Facility,0241,Stanislaus,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B50NC00080,null,null,06/29/2007,null,10/02/2018,null,null,A,1,20,Heifers (non dairy affiliated),null,1,1,NA
"Jorge, Luis & Maria","21625 Geer Avenue, Hilmar, CA 95324",Luis & Maria Jorge Dairy,"21625 Geer Avenue, Hilmar, CA 95324",37.39599,-120.87862,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00136,null,null,06/29/2007,null,10/02/2018,null,null,A,1,0,Mature dairy cattle,null,3,5,NA
"Jorge, Tony & Manuel","4645 Avenue 120, Corcoran, CA 93212-9532",Tony & Julie Jorge Dairy,"4645 Avenue 120, Corcoran, CA 93212",36.00528,-119.46578,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00279,null,null,06/29/2007,null,10/02/2018,null,null,A,1,920,Mature dairy cattle,null,0,0,NA
"Jorritsma, Kimberly Clauss","21670 Bloss Avenue, Hilmar, CA 95324",Valentine Dairy,"20717 Bloss Avenue, Hilmar, CA 95324",37.40424,-120.86221,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00116,null,null,06/29/2007,null,10/02/2018,null,null,A,1,450,Mature dairy cattle,null,0,0,NA
Jose Nuno,"1363 Po Box 1363, Hanford, CA 93232",Jose Nuno,"20164 18th Avenue, Stratford, CA 93266",36.181,-119.78429,Animal Feeding Facility,null,Kings,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5C16NC00192,null,null,02/15/2019,null,02/15/2024,null,null,null,null,260,Calf feedlots,91,0,0,NA
Josh and Charlene Williams,"6802 Avenue 120, Tipton, CA 93272",Williams Family Dairy #2,"5339 Avenue 120, Corcoran, CA 93212",36.00542,-119.44911,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D165057001,null,null,06/29/2007,null,10/02/2018,null,null,null,1,1135,Mature dairy cattle,null,0,0,NA
Josh de Jong,"2451 Ramona Expressway, San Jacinto, CA 92582",Ramona Dairy #2,"581 North Warren Road, San Jacinto, CA 92582",33.795947,-117.033719,Animal Feeding Facility,0241,Riverside,8,ANIWSTCOWS,Active,Enrollee - NPDES,R8-2018-0001,8 335705001,CAG018001,null,01/10/2014,null,03/15/2024,null,null,null,null,2400,Mature dairy cattle,null,2,3,NA
Josh de Jong,"2451 Ramona Expressway, San Jacinto, CA 92582",Ramona Dairy,"2451 Ramona Expressway, San Jacinto, CA 92582",33.823585,-117.01558,Animal Feeding Facility,0241,Riverside,8,ANIWSTCOWS,Active,Enrollee - NPDES,R8-2018-0001,8 335695001,CAG018001,null,12/28/2010,null,03/15/2024,null,Minor,null,null,5000,Mature dairy cattle,null,2,3,NA
Joshua and James Jongsma Dairy,"Po Box 7, Strathmore, CA 93267",Joshua and James Jongsma Dairy,"18591 Avenue 192, Strathmore, CA 93267",36.1331,-119.15556,Animal Feeding Facility,null,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545040N02,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1955,Mature dairy cattle,null,0,0,NA
Joyce W. Nelson and Trust,"19481 Geer Avenue, Hilmar, CA 95324",Nelson Dairy,"19481 Geer Avenue, Hilmar, CA 95324",37.39689,-120.84006,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00134,null,null,06/29/2007,null,10/02/2018,null,null,A,1,0,Heifers (non dairy affiliated),null,0,0,NA
Julie Simas,"6121 15th Avenue, Hanford, CA 93230",Lu - AR Dairy,"6121 15th Avenue, Hanford, CA 93230",36.38448,-119.724664,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C16NC00086,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1509,Mature dairy cattle,null,0,2,NA
K A Vanderham,"Po Box 1147, Tipton, CA 93272",K A Vanderham Dairy,"12565 Avenue 152, Tipton, CA 93272",36.06401,-119.28855,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545044002,null,null,06/29/2007,null,10/02/2018,null,null,A,1,2977,Mature dairy cattle,null,1,1,NA
KSB LP,"31974 Cecil Avenue, Delano, CA 93215",M Bar 9 Dairy,"8083 Avenue 160, Tipton, CA 93272",36.0783,-119.38573,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545138N01,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1177,Mature dairy cattle,null,0,0,NA
"Kaehler, Mary A","1025 East Armstrong Road, Lodi, CA 95240",Kaehler Dairy Farm,"1025 East Armstrong Road, Lodi, CA 95242",38.08654,-121.30354,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B395020001,null,null,04/22/1988,null,10/02/2018,0,null,C,1,880,Mature dairy cattle,null,0,0,NA
"Kampen, Floyd & Gail","33689 Road 108, Visalia, CA 93291",Kampen Ranches Dairy,"33689 Road 108, Visalia, CA 93291",36.401053,-119.332504,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00141,null,null,06/29/2007,null,10/02/2018,null,null,A,1,0,Mature dairy cattle,null,4,3,NA
"Kamper, Rodney G","20784 South Marks Avenue, Riverdale, CA 93656",Mt. Whitney Dairy,"2792 West Mt. Whitney Avenue, Riverdale, CA 93656",36.431669,-119.848526,Animal Feeding Facility,0241,Fresno,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C10NC00081,null,null,06/29/2007,null,10/02/2018,null,null,A,1,2000,Mature dairy cattle,null,0,0,NA
"Kasbergen, Cornell","21744 Road 152, Tulare, CA 93274",Rancho Teresita Dairy,"21744 Road 152, Tulare, CA 93274",36.18446,-119.22772,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545050001,null,null,06/29/2007,null,10/02/2018,null,null,A,1,3950,Mature dairy cattle,null,1,2,NA
"Kasbergen, Jack","31870 County Road 27, Woodland, CA 95695",Angelo Vieira Dairy,"31503 County Rd 26, Woodland, CA 95695",38.8925,-121.831111,Animal Feeding Facility,0241,Yolo,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5A57NC00024,null,null,06/29/2007,null,10/02/2018,null,null,A,1,2140,Mature dairy cattle,null,0,0,NA
Kaycee Farms,"1020 East Mineral King Avenue, Visalia, CA 93232-6916",Kaycee Ranch,"37575 124 Road, Visalia, CA 93291",36.47064,-119.29969,Animal Feeding Facility,null,Tulare,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5C54NC00333,null,null,06/19/2018,null,12/05/2021,null,null,C,3,513333,Non-layers (other than liquid manure system),2567,0,0,NA
"Kehoe Dairy Inc, J Ranch","6150 Pierce Point Road, Inverness, CA 95437",Kehoe Dairy Inc. (J Ranch),"6150 Pierce Pt, Inverness, CA 95437",null,null,Animal Feeding Facility,null,Marin,2,ANIWSTCOWS,Active,Enrollee - WDR,r2-2016-0031,D-21-0014,null,null,03/01/2021,null,06/14/2026,null,Minor,null,null,400,Mature dairy cattle,null,0,0,NA
"Kindberg, Mike","20067 North Tiffany Court, Hilmar, CA 95324",Amaral Dairy Farms,"7706 Tegner Road, Hilmar, CA 95324",37.40027,-120.8853,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00152,null,null,06/29/2007,null,10/02/2018,null,null,A,1,290,Mature dairy cattle,null,3,3,NA
King Brothers Dairy,"1555 Middle Tow Rock Road, Petaluma, CA 94952",Roy King Dairy,"1241 Middle Two Rock Road, Petaluma, CA 94952",38.24171,-122.694999,Animal Feeding Facility,null,Sonoma,2,"ANIWSTCOWS, ANIWSTOTH",Active,Enrollee - WDR,r2-2016-0031,D-49-0032,null,null,03/01/2021,null,06/14/2026,null,Minor,null,null,85,Mature dairy cattle,null,0,0,NA
