facility_name,facility_address,latitude,longitude,county,cafo_population,cafo_subtype,type,milking,other,total,enteric_methane,manure_methane,total_methane,project_id_number,sub_program_name,project_life_years,date_operational,annual_project_ghg_reductions,adjusted_manure_methane,adjusted_total_methane,labeltext,mitigation
H & P Dairy,"5021 East Bear Mountain Boulevard, Bakersfield, CA 93307",35.207383,-118.938397,Kern,2778,Mature dairy cattle,Dairy,2778,3038,5816,577.7959999999999,211.648,789,,,,,,211.648,789,<b>Name: </b>H & P Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>789 metric tons,—
Sam Habib Cattle Co,"5590 East Excelsior Avenue, Hanford, CA 93230",36.401408000000004,-119.559158,Kings,2000,Cattle or cow/calf pairs,Other,0,2000,2000,128,4,132,,,,,,4,132,<b>Name: </b>Sam Habib Cattle Co</br><b>Type: </b>Other</br><b>Methane emissions: </b>132 metric tons,—
Clark Feedlot,"14541 10th Avenue, Hanford, CA 93230",36.261084,-119.636872,Kings,450,Heifers (non dairy affiliated),Other,0,450,450,28.8,0.9,30,,,,,,0.9,30,<b>Name: </b>Clark Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>30 metric tons,—
Hale Dairy,"441 Holzhauser Lane, Etna, CA 96027",41.494275,-122.896221,Siskiyou,450,Mature dairy cattle,Dairy,450,492,942,93.588,24.342000000000002,118,,,,,,24.342000000000002,118,<b>Name: </b>Hale Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>118 metric tons,—
Hynes Dairy,"4497 North Colpien Road, Tulare, CA 93274",36.249233,-119.400597,Tulare,1850,Mature dairy cattle,Dairy,1850,2023,3873,384.77200000000005,124.296,509,,,,,,124.296,509,<b>Name: </b>Hynes Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>509 metric tons,—
Hansen & Sons Dairy,"13348 Avenue 20, Chowchilla, CA 93610",37.038086,-120.304402,Madera,460,Mature dairy cattle,Dairy,460,503,963,95.672,30.906,127,,,,,,30.906,127,<b>Name: </b>Hansen & Sons Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>127 metric tons,—
Amos Brothers Dairy,"3420 Guerneville Road, Santa Rosa, CA 95401",38.449169,-122.801313,Sonoma,500,Mature dairy cattle,Dairy,500,547,1047,104.00800000000001,27.047,131,,,,,,27.047,131,<b>Name: </b>Amos Brothers Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>131 metric tons,—
Darren & Karen Hansen Dairy,"3784 Grizzly Bluff Road Lane, Ferndale, CA 95536",40.566274,-124.207982,Humboldt,73,Mature dairy cattle,Dairy,73,80,153,15.193999999999999,3.584,19,,,,,,3.584,19,<b>Name: </b>Darren & Karen Hansen Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>19 metric tons,—
Haringa Dairy,"14842 East Keyes Road, Denair, CA 95316",37.55109251,-120.7212819,Stanislaus,1934,Mature dairy cattle,Dairy,1934,2115,4049,402.252,129.94,532,,,,,,129.94,532,<b>Name: </b>Haringa Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>532 metric tons,—
Green Acres Dairy/El Dorado Dairy #1,"7322 Chino Avenue, Ontario, CA 91761",34.011594,-117.647009,San Bernardino,730,Mature dairy cattle,Dairy,730,798,1528,151.812,55.616,207,,,,,,55.616,207,<b>Name: </b>Green Acres Dairy/El Dorado Dairy #1</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>207 metric tons,—
El Dorado Dairy #2,"13566 Bon View Avenue, Ontario, CA 91761",34.007269,-117.636919,San Bernardino,385,Mature dairy cattle,Dairy,385,421,806,80.074,29.331999999999997,109,,,,,,29.331999999999997,109,<b>Name: </b>El Dorado Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>109 metric tons,—
Green Acres Heifer Ranch,"7520 Schaefer Avenue, Ontario, CA 91762",34.004896,-117.640807,San Bernardino,700,Heifers (non dairy affiliated),Other,0,700,700,44.8,1.4,46,,,,,,1.4,46,<b>Name: </b>Green Acres Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>46 metric tons,—
Riverbed Dairy — 38980 Record,"38980 Record Road, San Jacinto, CA 92583",33.81701,-116.9819,Riverside,3600,Mature dairy cattle,Dairy,3600,3937,7537,748.768,263.474,1012,,,,,,263.474,1012,"<b>Name: </b>Riverbed Dairy — 38980 Record</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,012 metric tons",—
Ontario Ranch Holsteins #1,"14848 Grove Avenue, Ontario, CA 91762",33.984275,-117.627987,San Bernardino,250,Mature dairy cattle,Dairy,250,273,523,51.972,19.046,71,,,,,,19.046,71,<b>Name: </b>Ontario Ranch Holsteins #1</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>71 metric tons,—
Haringa Farms Heifer Ranch,"13450 Bon View Avenue, Ontario, CA 91761",34.00993,-117.63725,San Bernardino,300,Heifers (non dairy affiliated),Other,0,300,300,19.2,0.6,20,,,,,,0.6,20,<b>Name: </b>Haringa Farms Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>20 metric tons,—
Legend Dairy Farms,"8311 Edison Avenue, Ontario, CA 91762",33.997735,-117.623403,San Bernardino,510,Mature dairy cattle,Dairy,510,558,1068,106.092,38.856,145,,,,,,38.856,145,<b>Name: </b>Legend Dairy Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>145 metric tons,—
Harris Ranch Feeding Company (Bovine),"29475 Fresno-Coalinga Rd, Coalinga, CA 93210",36.315424,-120.243946,Fresno,121799,Cattle or cow/calf pairs,Other,0,121799,121799,7795.136,243.598,8039,,,,,,243.598,8039,"<b>Name: </b>Harris Ranch Feeding Company (Bovine)</br><b>Type: </b>Other</br><b>Methane emissions: </b>8,039 metric tons",—
Hettinga Green Road,"4204 Green Road, Brawley, CA 92227",32.9594167,-115.323361,Imperial,2400,Heifers (non dairy affiliated),Other,0,2400,2400,153.6,4.8,158,,,,,,4.8,158,<b>Name: </b>Hettinga Green Road</br><b>Type: </b>Other</br><b>Methane emissions: </b>158 metric tons,—
Hettinga Holtville Cattle Feeders,"1440 East Zenos Road, Holtville, CA 92250",32.81124,-115.41298,Imperial,3615,Heifers (non dairy affiliated),Other,0,3615,3615,231.36,7.23,239,,,,,,7.23,239,<b>Name: </b>Hettinga Holtville Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>239 metric tons,—
Hettinga Brawley Heifer Ranch,"5004 Brandt Road, Brawley, CA 92227",33.016182,-115.561425,Imperial,2795,Heifers (non dairy affiliated),Other,0,2795,2795,178.88,5.59,184,,,,,,5.59,184,<b>Name: </b>Hettinga Brawley Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>184 metric tons,—
Joe Henriques Dairy,"8255 Maze Boulevard, Modesto, CA 95358",37.63795853,-121.146412,Stanislaus,770,Mature dairy cattle,Dairy,770,842,1612,160.148,51.733999999999995,212,,,,,,51.733999999999995,212,<b>Name: </b>Joe Henriques Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>212 metric tons,—
Henry Veenendaal Dairy,"3678 Houston Avenue, Hanford, CA 93230",36.299328,-119.526102,Kings,1130,Mature dairy cattle,Dairy,1130,1236,2366,235.04399999999998,75.922,311,,,,,,75.922,311,<b>Name: </b>Henry Veenendaal Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>311 metric tons,—
Lander Heifer Ranch,"10567 Lander Avenue, Turlock, CA 95380",37.44245,-120.85331,Merced,2720,Heifers (non dairy affiliated),Other,0,2720,2720,174.08,5.44,180,,,,,,5.44,180,<b>Name: </b>Lander Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>180 metric tons,—
4—H Calf Ranch,"9200 Edison Avenue, Ontario, CA 91762",33.997307,-117.603382,San Bernardino,4730,Heifers (non dairy affiliated),Other,0,4730,4730,302.72,9.46,312,,,,,,9.46,312,<b>Name: </b>4—H Calf Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>312 metric tons,—
Expressway Dairy,"35500 Ramona Expressway, San Jacinto, CA 92582",33.83402,-117.04594,Riverside,837,Mature dairy cattle,Dairy,837,915,1752,174.066,61.257,235,,,,,,61.257,235,<b>Name: </b>Expressway Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>235 metric tons,—
GH Dairy #6,"7938 Schaefer Avenue, Ontario, CA 91761",34.004938,-117.632081,San Bernardino,404,Mature dairy cattle,Dairy,404,442,846,84.04,30.78,115,,,,,,30.78,115,<b>Name: </b>GH Dairy #6</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>115 metric tons,—
GH Dairy #4,"8061 Edison Avenue, Ontario, CA 91762",33.997681,-117.629148,San Bernardino,930,Mature dairy cattle,Dairy,930,1017,1947,193.428,70.854,264,,,,,,70.854,264,<b>Name: </b>GH Dairy #4</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>264 metric tons,—
GH Dairy #5,"8929 Chino Avenue, Ontario, CA 91761",34.012341,-117.610376,San Bernardino,1334,Mature dairy cattle,Dairy,1334,1459,2793,277.468,101.634,379,,,,,,101.634,379,<b>Name: </b>GH Dairy #5</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>379 metric tons,—
GH Dairy #2,"7417 Eucalyptus Avenue, Ontario, CA 91762",33.98939,-117.64223,San Bernardino,1005,Mature dairy cattle,Dairy,1005,1099,2104,209.026,76.568,286,,,,,,76.568,286,<b>Name: </b>GH Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>286 metric tons,—
GH Dairy — Hemet,"1455 North Cawston Avenue, Hemet, CA 92545",33.77187,-117.01765,Riverside,875,Mature dairy cattle,Dairy,875,957,1832,181.998,64.039,246,,,,,,64.039,246,<b>Name: </b>GH Dairy — Hemet</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>246 metric tons,—
Hein Hettinga/A & H Dairy 1&2,"3350 & 2750 El Mirage Road, El Mirage, CA 92301",34.60418,-117.59388,San Bernardino,4600,Mature dairy cattle,Dairy,4600,5031,9631,956.7839999999999,322.862,1280,,,,,,322.862,1280,"<b>Name: </b>Hein Hettinga/A & H Dairy 1&2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,280 metric tons",—
Hettinga Ranch,"15250 El Sobrante Road, Riverside, CA 92503",33.8556,-117.39068,Riverside,2110,Heifers (non dairy affiliated),Other,0,2110,2110,135.04,4.22,139,,,,,,4.22,139,<b>Name: </b>Hettinga Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>139 metric tons,—
Hettinga Dairy — San Jacinto,"1861 North Warren Road, San Jacinto, CA 92582",33.819873,-117.033696,Riverside,7780,Mature dairy cattle,Dairy,7780,8508,16288,1618.152,569.396,2188,,,,,,569.396,2188,"<b>Name: </b>Hettinga Dairy — San Jacinto</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,188 metric tons",—
Little H Dairy,"15804 Avenue 248, Visalia, CA 93292",36.241914,-119.219525,Tulare,987,Mature dairy cattle,Dairy,987,1079,2066,205.262,66.313,272,,,,,,66.313,272,<b>Name: </b>Little H Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>272 metric tons,—
Avenue 128 Dairy,"13002 Avenue 128, Tipton, CA 93272",36.01994,-119.28143,Tulare,1909,Mature dairy cattle,Dairy,1909,2088,3997,397.074,133.988,531,,,,,,133.988,531,<b>Name: </b>Avenue 128 Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>531 metric tons,—
Hidden Valley Cattle,"2373 Avenue 112, Corcoran, CA 93212",35.99087,-119.52333,Tulare,4474,Heifers (non dairy affiliated),Other,0,4474,4474,286.336,8.948,295,,,,,,8.948,295,<b>Name: </b>Hidden Valley Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>295 metric tons,—
Highstreet Dairy,"15503 Avenue 240, Tulare, CA 93274",36.224996,-119.226476,Tulare,2100,Mature dairy cattle,Dairy,2100,2297,4397,436.808,141.094,578,,,,,,141.094,578,<b>Name: </b>Highstreet Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>578 metric tons,—
Cream Top Dairy,"13075 Avenue 200, Tulare, CA 93274",36.15261,-119.27891,Tulare,1342,Mature dairy cattle,Dairy,1342,1468,2810,279.148,90.166,369,,,,,,90.166,369,<b>Name: </b>Cream Top Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>369 metric tons,—
Triple H Dairy #1,"13255 Avenue 212, Tulare, CA 93274",36.172344,-119.27538,Tulare,1986,Mature dairy cattle,Dairy,1986,2172,4158,413.076,133.434,547,,,,,,133.434,547,<b>Name: </b>Triple H Dairy #1</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>547 metric tons,—
Hilarides Dairy,"24163 ROAD 188, Lindsay, CA 93221",36.227866,-119.15809,Tulare,8008,Mature dairy cattle,Dairy,8008,8758,16766,1665.616,538.036,2204,,,,,,538.036,2204,"<b>Name: </b>Hilarides Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,204 metric tons",—
Cross A Dairy,"4125 Bentley Road, Oakdale, CA 95361",37.698515,-120.866568,Stanislaus,1900,Mature dairy cattle,Dairy,1900,2078,3978,395.192,127.656,523,,,,,,127.656,523,<b>Name: </b>Cross A Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>523 metric tons,—
Hillside Farms,"2669 Hull Road, Atwater, CA 95301",37.32643,-120.62379,Merced,80,Mature dairy cattle,Dairy,80,87,167,16.607999999999997,5.214,22,,,,,,5.214,22,<b>Name: </b>Hillside Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>22 metric tons,—
2407 S Blaker Road Facility,"2407 South Blaker Road, Turlock, CA 95380",37.46919,-120.96956,Stanislaus,38,Cattle or cow/calf pairs,Other,0,38,38,2.432,0.076,3,,,,,,0.076,3,<b>Name: </b>2407 S Blaker Road Facility</br><b>Type: </b>Other</br><b>Methane emissions: </b>3 metric tons,—
Hoekstra Dairy,"10836 Hwy 120, Oakdale, CA 95361",37.77269,-120.79514,Stanislaus,1285,Mature dairy cattle,Dairy,1285,1405,2690,267.25,86.33500000000001,354,,,,,,86.33500000000001,354,<b>Name: </b>Hoekstra Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>354 metric tons,—
Gerrit Hofman Dairy,"4820 East Perrin Road, Manteca, CA 95337",37.71975,-121.24754,San Joaquin,1120,Mature dairy cattle,Dairy,1120,1225,2345,232.96,81.97,315,,,,,,81.97,315,<b>Name: </b>Gerrit Hofman Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>315 metric tons,—
Holgersen Dairy (Holgieville Jerseys),"5231 Tompkins Hill Road, Loleta, CA 95551",40.668628,-124.196261,Humboldt,148,Mature dairy cattle,Dairy,148,162,310,30.792,7.266,38,,,,,,7.266,38,<b>Name: </b>Holgersen Dairy (Holgieville Jerseys)</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>38 metric tons,—
Homeland Cattle LLC,"36409 6th Avenue, Kettleman City, CA 93239",35.94551,-119.56202,Kings,960,Heifers (non dairy affiliated),Other,0,960,960,61.44,1.92,63,,,,,,1.92,63,<b>Name: </b>Homeland Cattle LLC</br><b>Type: </b>Other</br><b>Methane emissions: </b>63 metric tons,—
B & D Dairy,"9579 Hultberg Road, Hilmar, CA 95324",37.42649,-120.89554,Merced,150,Heifers (non dairy affiliated),Other,0,150,150,9.6,0.3,10,,,,,,0.3,10,<b>Name: </b>B & D Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>10 metric tons,—
Richard Hughes Dairy,"16001 Bodega Highway, Bodega, CA 94922",38.352006,-122.951474,Sonoma,199,Mature dairy cattle,Dairy,199,218,417,41.414,10.765,52,,,,,,10.765,52,<b>Name: </b>Richard Hughes Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>52 metric tons,—
Bill Idsinga Dairy,"4595 Houston Avenue, Hanford, CA 93230",36.298459,-119.539847,Kings,1210,Mature dairy cattle,Dairy,1210,1323,2533,251.652,81.296,333,,,,,,81.296,333,<b>Name: </b>Bill Idsinga Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>333 metric tons,—
Doug Ielmorini Dairy,"5720 Nicasio Valley Road, Nicasio, CA 94946",38.088597,-122.727081,Marin,220,Mature dairy cattle,Dairy,220,241,461,45.784,13.001,59,,,,,,13.001,59,<b>Name: </b>Doug Ielmorini Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>59 metric tons,—
Ielmorini Moody Ranch,"1001 Middle Road, Tomales, CA 94971",38.3165,-122.912786,Marin,340,Mature dairy cattle,Dairy,340,372,712,70.72800000000001,18.392,89,,,,,,18.392,89,<b>Name: </b>Ielmorini Moody Ranch</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>89 metric tons,—
TRI—Iest Dairy,"16500 Avenue 14, Madera, CA 93637",36.95159111,-120.2463433,Madera,5260,Mature dairy cattle,Dairy,5260,5752,11012,1094.008,353.404,1447,,,,,,353.404,1447,"<b>Name: </b>TRI—Iest Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,447 metric tons",—
Iest Family Farms Dairy,"14576 Avenue 14, Madera, CA 93637",36.950426,-120.280197,Madera,5003,Mature dairy cattle,Dairy,5003,5471,10474,1040.558,336.137,1377,,,,,,336.137,1377,"<b>Name: </b>Iest Family Farms Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,377 metric tons",—
Inderbitzen Farms,"6930 Paradise Road, Modesto, CA 95358",37.60502,-121.1211,Stanislaus,639,Mature dairy cattle,Dairy,639,699,1338,132.918,42.933,176,,,,,,42.933,176,<b>Name: </b>Inderbitzen Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>176 metric tons,—
Infinity Dairy,"869 Riverside Road, Ferndale, CA 95536",40.5975,-124.29015,Humboldt,290,Mature dairy cattle,Dairy,290,317,607,60.30800000000001,14.237,75,,,,,,14.237,75,<b>Name: </b>Infinity Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>75 metric tons,—
Adriano Nunes & Son Dairy Farming,"18675 Road 32, Tulare, CA 93274",36.12862,-119.50301,Tulare,970,Mature dairy cattle,Dairy,970,1061,2031,201.764,65.172,267,,,,,,65.172,267,<b>Name: </b>Adriano Nunes & Son Dairy Farming</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>267 metric tons,—
Island Dairy,"8937 West Grayson Road, Modesto, CA 95358",37.56548,-121.16849,Stanislaus,598,Mature dairy cattle,Dairy,598,654,1252,124.38,40.178,165,,,,,,40.178,165,<b>Name: </b>Island Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>165 metric tons,—
J&D Wilson Dairy #2,"23535 Grangeville Boulevard, Lemoore, CA 93245",36.343515,-119.878994,Kings,1492,Mature dairy cattle,Dairy,1492,1632,3124,310.344,104.72,415,,,,,,104.72,415,<b>Name: </b>J&D Wilson Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>415 metric tons,—
King Avenue Feedlot,"18741 19th Avenue, Stratford, CA 93266",36.203092,-119.797529,Kings,800,Cattle or cow/calf pairs,Other,0,800,800,51.2,1.6,53,,,,,,1.6,53,<b>Name: </b>King Avenue Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>53 metric tons,—
Paradise Dairy,"20967 Paradise Road, Tracy, CA 95304",37.75603,-121.3895,San Joaquin,660,Mature dairy cattle,Dairy,660,722,1382,137.288,48.304,186,,,,,,48.304,186,<b>Name: </b>Paradise Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>186 metric tons,—
J & Y Jimenez Dairy,"11159 West Peach Street, Livingston, CA 95334",37.372,-120.68876,Merced,680,Mature dairy cattle,Dairy,680,744,1424,141.45600000000002,44.328,186,,,,,,44.328,186,<b>Name: </b>J & Y Jimenez Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>186 metric tons,—
Troost Dairy,"27000 Road 9, Chowchilla, CA 93610",37.10889556,-120.3896269,Madera,2850,Mature dairy cattle,Dairy,2850,3117,5967,592.788,191.484,784,,,,,,191.484,784,<b>Name: </b>Troost Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>784 metric tons,—
JLT Ranch,"601 Stage Gulch Road, Petaluma, CA 94952",38.23362,-122.53718,Sonoma,350,Mature dairy cattle,Dairy,350,383,733,72.812,19.633,92,,,,,,19.633,92,<b>Name: </b>JLT Ranch</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>92 metric tons,—
Jack Dei Dairy,"831 High School Road, Sebastopol, CA 95472",38.411843,-122.824627,Sonoma,175,Mature dairy cattle,Dairy,175,191,366,36.373999999999995,9.466000000000001,46,,,,,,9.466000000000001,46,<b>Name: </b>Jack Dei Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>46 metric tons,—
Dream Dairy,"15035 8th Avenue, Hanford, CA 93230",36.253162,-119.599953,Kings,425,Mature dairy cattle,Dairy,425,465,890,88.41,28.555,117,,,,,,28.555,117,<b>Name: </b>Dream Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>117 metric tons,—
Sierra Blanca Ranch #2,"15010 5th Avenue, Hanford, CA 93230",36.245819,-119.547271,Kings,250,Heifers (non dairy affiliated),Other,0,250,250,16,0.5,16,,,,,,0.5,16,<b>Name: </b>Sierra Blanca Ranch #2</br><b>Type: </b>Other</br><b>Methane emissions: </b>16 metric tons,—
Sierra Blanca Ranch,"15673 5 1/2 Avenue, Hanford, CA 93230",36.244995,-119.555511,Kings,3925,Mature dairy cattle,Dairy,3925,4292,8217,816.338,263.709,1080,,,,,,263.709,1080,"<b>Name: </b>Sierra Blanca Ranch</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,080 metric tons",—
Eden—Vale Dairy,"6944 21 1/2 Avenue, Lemoore, CA 93245",36.374991,-119.842805,Kings,1040,Mature dairy cattle,Dairy,1040,1137,2177,216.288,72.994,289,,,,,,72.994,289,<b>Name: </b>Eden—Vale Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>289 metric tons,—
Anchor J Dairy,"24507 First Avenue, Stevinson, CA 95374",37.33732,-120.93195,Merced,3000,Mature dairy cattle,Dairy,3000,3281,6281,623.984,201.562,826,,,,,,201.562,826,<b>Name: </b>Anchor J Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>826 metric tons,—
Hawkins Ranch,"5301 North De Angelis Road, Stevinson, CA 95374",37.36459,-120.93076,Merced,315,Mature dairy cattle,Dairy,315,344,659,65.48599999999999,21.163,87,,,,,,21.163,87,<b>Name: </b>Hawkins Ranch</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>87 metric tons,—
Jaques & Silva Dairy,"10256 6th Avenue, Hanford, CA 93230",36.327649,-119.571025,Kings,1440,Mature dairy cattle,Dairy,1440,1575,3015,299.52,96.75,396,,,,,,96.75,396,<b>Name: </b>Jaques & Silva Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>396 metric tons,—
JL Fragoso Cattle Company,"7871 Houston Avenue, Hanford, CA 93230",36.29794,-119.59917,Kings,450,Calf feedlots,Other,0,450,450,28.8,0.9,30,,,,,,0.9,30,<b>Name: </b>JL Fragoso Cattle Company</br><b>Type: </b>Other</br><b>Methane emissions: </b>30 metric tons,—
Sierra Ranches,"1412 Albers Road, Modesto, CA 95357",37.66263,-120.8433,Stanislaus,200,Heifers (non dairy affiliated),Other,0,200,200,12.8,0.4,13,,,,,,0.4,13,<b>Name: </b>Sierra Ranches</br><b>Type: </b>Other</br><b>Methane emissions: </b>13 metric tons,—
